Year,Debit,Credit,Net,Remarks,Cluster,Label,Remarks_cleaned
FY23,150000.0,0,150000.0,AAZTEC PO 28225 Digital Directory LED Ki,1,Equipment,aaztec po digital directory led ki
FY23,150000.0,0,150000.0,AAZTEC PO 28225 Digital Directory LED Ki,1,Equipment,aaztec po digital directory led ki
FY23,150000.0,0,150000.0,AAZTEC PO 28225 Digital Directory LED Ki,1,Equipment,aaztec po digital directory led ki
FY23,18000.0,0,18000.0,"WC 23122022 SITC of Digital Directory, LED Kiosk T-5 To T-10",1,Equipment,wc sitc of digital directory led kiosk t to t
FY23,882000.0,0,882000.0,"WC 23122022 SITC of Digital Directory, LED Kiosk T-5 To T-10",1,Equipment,wc sitc of digital directory led kiosk t to t
FY23,130950.0,0,130950.0,"SITC of Washroom Odor Hygiene  Scent Diffuser, Model: Sens Pro  Coverage: 100-60",0,Services,sitc of washroom odor hygiene scent diffuser model sens pro coverage
FY23,34800.0,0,34800.0,Air Diffusion Fragrance Oil 1 Ltr Commercial Grade with certified air care use,0,Services,air diffusion fragrance oil ltr commercial grade with certified air care use
FY23,53600.0,0,53600.0,"SITC of AHU Connectable Scent Diffuser, Model: SH5000 Material: Metal Coverage:",0,Services,sitc of ahu connectable scent diffuser model sh5000 material metal coverage
FY23,211500.0,0,211500.0,"SITC of Non AHU Type Scent Diffuser, Model: SHT2500 Material: Metal Coverage: 25",0,Services,sitc of non ahu type scent diffuser model sht2500 material metal coverage
FY23,3550.0,0,3550.0,Chair - PP Shell with wooden legs for Food court(DOR- 16-12-22),0,Services,chair pp shell with wooden legs for food courtdor
FY23,5242.5,0,5242.5,EURONICS PO 28319 Sanitary Pad Dispenser Qty 01,0,Services,euronics po sanitary pad dispenser qty
FY23,5242.5,0,5242.5,EURONICS PO 28319 Sanitary Pad Dispenser Qty 01,0,Services,euronics po sanitary pad dispenser qty
FY23,41500.0,0,41500.0,"WC  18/01/23 SITC of Network Rack (T-5  GROUND FLOOR)- 42U Rack Enclosure Frame- 800X800-Steel with Accessories Like Fan, PDU, Cable Manager and complete as required"" (D-Link)",1,Equipment,wc sitc of network rack t ground floor 42u rack enclosure frame 800x800steel with accessories like fan pdu cable manager and complete as required dlink
FY23,41500.0,0,41500.0,"WC  18/01/23 SITC of Network Rack (T-5  GROUND FLOOR)- 42U Rack Enclosure Frame- 800X800-Steel with Accessories Like Fan, PDU, Cable Manager and complete as required"" (D-Link)",1,Equipment,wc sitc of network rack t ground floor 42u rack enclosure frame 800x800steel with accessories like fan pdu cable manager and complete as required dlink
FY23,830.0,0,830.0,:PO Number 28384,0,Services,po number
FY23,41500.0,0,41500.0,"WC  18/01/23 SITC of Network Rack (T-5  GROUND FLOOR)- 42U Rack Enclosure Frame- 800X800-Steel with Accessories Like Fan, PDU, Cable Manager and complete as required"" (D-Link)",1,Equipment,wc sitc of network rack t ground floor 42u rack enclosure frame 800x800steel with accessories like fan pdu cable manager and complete as required dlink
FY23,41500.0,0,41500.0,"WC  18/01/23 SITC of Network Rack (T-5  GROUND FLOOR)- 42U Rack Enclosure Frame- 800X800-Steel with Accessories Like Fan, PDU, Cable Manager and complete as required"" (D-Link)",1,Equipment,wc sitc of network rack t ground floor 42u rack enclosure frame 800x800steel with accessories like fan pdu cable manager and complete as required dlink
FY23,830.0,0,830.0,:PO Number 28384,0,Services,po number
FY23,830.0,0,830.0,:PO Number 28384,0,Services,po number
FY23,5242.5,0,5242.5,EURONICS PO 28319 Sanitary Pad Dispenser Qty 01,0,Services,euronics po sanitary pad dispenser qty
FY23,5242.5,0,5242.5,EURONICS PO 28319 Sanitary Pad Dispenser Qty 01,0,Services,euronics po sanitary pad dispenser qty
FY23,30200.0,0,30200.0,GLOBAL COM PO 29025 Projector for ESTATE OFFICE,1,Equipment,global com po projector for estate office
FY23,5242.5,0,5242.5,EURONICS PO 28319 Sanitary Pad Dispenser Qty 01,0,Services,euronics po sanitary pad dispenser qty
FY23,200000.0,0,200000.0,Consultancy Testing & Commissioning engineers/managers for – T11 HOTO,2,Material,consultancy testing commissioning engineersmanagers for t11 hoto
FY23,177000.0,0,177000.0,MEP -HOTO of Tower 11A/MLCP,2,Material,mep hoto of tower 11amlcp
FY23,72000.0,0,72000.0,Supply installation testing and commissioning of air quality monitoring sensor (,2,Material,supply installation testing and commissioning of air quality monitoring sensor
FY23,94000.0,0,94000.0,SITC of Customized Dynamic Dashboard development charges which will be compatibl,1,Equipment,sitc of customized dynamic dashboard development charges which will be compatibl
FY23,120000.0,0,120000.0,Supply Installtion and Commissioning of Android media player for Digital Signage,1,Equipment,supply installtion and commissioning of android media player for digital signage
FY23,4600.0,0,4600.0,SITC of Web Portal Access Charges Per year includes  A)24x7 data storage in dedi,1,Equipment,sitc of web portal access charges per year includes a24x7 data storage in dedi
FY23,10000.0,0,10000.0,SITC of Dashboard maintenance charges (per year) Includes Cloud charges for data,1,Equipment,sitc of dashboard maintenance charges per year includes cloud charges for data
FY23,66900.0,0,66900.0,461305751392 Supply of Chair PP Shell with wooden legs for Food court,0,Services,supply of chair pp shell with wooden legs for food court
FY23,30200.0,0,30200.0,SUPPLY Projector ESTATE OFFICE  - Projector - EB-E01 - Epson Projector - (MAKE - Epson) DOR-04-02-23,0,Services,supply projector estate office projector ebe01 epson projector make epson dor
FY23,66900.0,0,66900.0,Narema PO 28720 Chairs for food court,0,Services,narema po chairs for food court
FY23,29992.5,0,29992.5,EURONICS PO 28319 Baby Diaper changing station QTY 01,0,Services,euronics po baby diaper changing station qty
FY23,10485.0,0,10485.0,EURONICS PO 28319 Sanitary Pad Dispenser Qty 02,0,Services,euronics po sanitary pad dispenser qty
FY23,75150.0,0,75150.0,GLOBAL ENGINEERING 28216 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,75150.0,0,75150.0,GLOBAL ENGINEERING 28216 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,39337.5,0,39337.5,EURONICS 29187 AUTOMATIC HAND DRYER wash,0,Services,euronics automatic hand dryer wash
FY23,86212.5,0,86212.5,EURONICS 29376 Automatic Paper Dispenser,0,Services,euronics automatic paper dispenser
FY23,75150.0,0,75150.0,GLOBAL ENGINEERING 28216 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,7867.5,0,7867.5,EURONICS 29187 AUTOMATIC HAND DRYER Driv,0,Services,euronics automatic hand dryer driv
FY23,75150.0,0,75150.0,GLOBAL ENGINEERING 28216 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,7867.5,0,7867.5,EURONICS 29187 AUTOMATIC HAND DRYER wash,0,Services,euronics automatic hand dryer wash
FY23,274800.0,0,274800.0,GLOBAL ENGINEERING 27119 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,274800.0,0,274800.0,GLOBAL ENGINEERING 27119 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,7867.5,0,7867.5,EURONICS 29187 AUTOMATIC HAND DRYER wash,0,Services,euronics automatic hand dryer wash
FY23,274800.0,0,274800.0,GLOBAL ENGINEERING 27119 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,274800.0,0,274800.0,GLOBAL ENGINEERING 27119 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,274800.0,0,274800.0,GLOBAL ENGINEERING 27119 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,274800.0,0,274800.0,GLOBAL ENGINEERING 27119 AQI monitoring,2,Material,global engineering aqi monitoring
FY23,284903.5,0,284903.5,SITC of converting Ph-1 analog CCTV camera into IP camera (Company-Siemens),1,Equipment,sitc of converting ph analog cctv camera into ip camera companysiemens
FY23,48748.0,0,48748.0,"Supply, Installation, Testing & Commissioning of 8TB Surveillance Internal Hard",2,Material,supply installation testing commissioning of 8tb surveillance internal hard
FY23,33306.0,0,33306.0,Supply of CAT 6Giga speed unshielded twisted pair computer cable with 23 AWG sol,2,Material,supply of cat 6giga speed unshielded twisted pair computer cable with awg sol
FY23,13181.7,0,13181.7,"Supply, Installation, Testing and commissioning of 9U Network Rack  with PDU, ca",2,Material,supply installation testing and commissioning of 9u network rack with pdu ca
FY23,35329.0,0,35329.0,"Supply, installation, testing and commissioning of 43"" UHD TV. Vendor to select",2,Material,supply installation testing and commissioning of uhd tv vendor to select
FY23,29400.0,0,29400.0,"Supply, Installation, Testing & Commissioning of 6 Core Fiber cable single Mode",2,Material,supply installation testing commissioning of core fiber cable single mode
FY23,38752.0,0,38752.0,"Supply, Installation, Testing & Commissioning of Fiber  GiGa Bit SFP module 1 GL",2,Material,supply installation testing commissioning of fiber giga bit sfp module gl
FY23,21288.4,0,21288.4,"Supply, Installation, Testing & Commissioning of LIU 12 Core with splice tray an",2,Material,supply installation testing commissioning of liu core with splice tray an
FY23,3421.6,0,3421.6,"Supply, Installation, Testing & Commissioning of LC to LC Fiber Patch code 2 MTR",2,Material,supply installation testing commissioning of lc to lc fiber patch code mtr
FY23,5602.8,0,5602.8,"SITC of 500 VA offline UPS with 15 Mins of battery backup  (Microtek, Luminuous,",1,Equipment,sitc of va offline ups with mins of battery backup microtek luminuous
FY23,540.4,0,540.4,SITC of Wireless Mouse (Microsoft/ Logitech/ HP),1,Equipment,sitc of wireless mouse microsoft logitech hp
FY23,62755.0,0,62755.0,SITC of converting Ph-1 analog CCTV camera into IP camera (Company-Siemens),1,Equipment,sitc of converting ph analog cctv camera into ip camera companysiemens
FY23,68460.0,0,68460.0,"SITC of Ph-3 Terrace, basement & critical utilities CCTV camera",1,Equipment,sitc of ph terrace basement critical utilities cctv camera
FY23,68460.0,0,68460.0,"SITC of Ph-3 Terrace, basement & critical utilities CCTV camera",1,Equipment,sitc of ph terrace basement critical utilities cctv camera
FY23,78675.0,0,78675.0,301560800487 SUPPLY OF Hand Dryer - Hand Dryer -  EH270N - Euronics Hand Dryer EH270N - (MAKE - Euronics),0,Services,supply of hand dryer hand dryer eh270n euronics hand dryer eh270n make euronics
FY23,48600.0,0,48600.0,251550965284  Supply of camera Estate office,1,Equipment,supply of camera estate office
FY23,34000.0,0,34000.0,Ahuja - TZA 4000 DP (200 + 200 Watts),1,Equipment,ahuja tza dp watts
FY23,12120.0,0,12120.0,Ahuja - Sound Projector SP-5251T (25 Watts),0,Services,ahuja sound projector sp5251t watts
FY23,25600.0,0,25600.0,Ahuja - CSD 6303T (30 Watts),1,Equipment,ahuja csd 6303t watts
FY23,22500.0,0,22500.0,Wiring and installation,1,Equipment,wiring and installation
FY23,6000.0,0,6000.0,Android music device - Amkette,0,Services,android music device amkette
FY23,86212.5,0,86212.5,"311567205646 supply of  paper DISPENSER Tower -2 (Washroom) HRT (EP08S AC) - DISPENSER HRT (EP08S AC), Make - EURONICS, TYPE: AUTOMATIC HRT/PAPER TOWEL DISPENSER",0,Services,supply of paper dispenser tower washroom hrt ep08s ac dispenser hrt ep08s ac make euronics type automatic hrtpaper towel dispenser
FY23,86212.5,0,86212.5,"311567205646 supply of  paper DISPENSER Tower -2 (Washroom) HRT (EP08S AC) - DISPENSER HRT (EP08S AC), Make - EURONICS, TYPE: AUTOMATIC HRT/PAPER TOWEL DISPENSER",0,Services,supply of paper dispenser tower washroom hrt ep08s ac dispenser hrt ep08s ac make euronics type automatic hrtpaper towel dispenser
FY23,210565.6,0,210565.6,SITC of converting Ph-1 analog CCTV camera into IP camera (Company-Siemens),1,Equipment,sitc of converting ph analog cctv camera into ip camera companysiemens
FY23,177377.2,0,177377.2,"""Supply, Installation, Testing & Commissioning of Outdoor IP Fixed Bullet IR Cam",2,Material,supply installation testing commissioning of outdoor ip fixed bullet ir cam
FY23,162190.0,0,162190.0,"""Supply, Installation, Testing & Commissioning of 32ch Linux Network Video Recor",2,Material,supply installation testing commissioning of 32ch linux network video recor
FY23,10906240.85,0,10906240.85,Expense provision for Mar23,0,Services,expense provision for mar23
FY23,100220.0,0,100220.0,RADIOWALLA 29090 Music System at Food Co,1,Equipment,radiowalla music system at food co
FY23,15735.0,0,15735.0,EURONICS 29187 AUTOMATIC HAND DRYER Food,0,Services,euronics automatic hand dryer food
